date,data_source,treatment_name,stp_ods_cd,stp_gss_cd,stp_name,reg_ods_cd,reg_gss_cd,reg_name,numerator,numerator_unit,denominator,denominator_unit
2021-09-01,Secondary Care,palbociclib,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,25886.170213,DDD,3000432,Population
2021-09-01,Secondary Care,palbociclib,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,4909.3085106,DDD,1030393,Population
2021-09-01,Secondary Care,palbociclib,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,8030.5851064,DDD,987177,Population
2021-09-01,Secondary Care,palbociclib,QJK,E54000037,Devon STP,Y58,E40000006,South West,34192.819149,DDD,1209773,Population
2021-09-01,Secondary Care,palbociclib,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,2161.4361702,DDD,766333,Population
2021-09-01,Secondary Care,palbociclib,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,3641.4893617,DDD,1107597,Population
2021-09-01,Secondary Care,palbociclib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,10894.680851,DDD,1818226,Population
2021-09-01,Secondary Care,palbociclib,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,15571.276596,DDD,1868199,Population
2021-09-01,Secondary Care,palbociclib,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,9776.8617021,DDD,1488061,Population
2021-09-01,Secondary Care,palbociclib,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,12884.840426,DDD,2036470,Population
2021-09-01,Secondary Care,palbociclib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,8428.7234043,DDD,1526582,Population
2021-09-01,Secondary Care,palbociclib,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,5596.2765957,DDD,1032661,Population
2021-09-01,Secondary Care,palbociclib,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,3714.0957447,DDD,1139794,Population
2021-09-01,Secondary Care,palbociclib,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,1798.4042553,DDD,746739,Population
2021-09-01,Secondary Care,palbociclib,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,8969.6808511,DDD,1711539,Population
2021-09-01,Secondary Care,palbociclib,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,4453.1914894,DDD,506737,Population
2021-09-01,Secondary Care,palbociclib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,17550.265957,DDD,2881890,Population
2021-09-01,Secondary Care,palbociclib,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,10438.56383,DDD,1708723,Population
2021-09-01,Secondary Care,palbociclib,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,11270.744681,DDD,929964,Population
2021-09-01,Secondary Care,palbociclib,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,3576.3297872,DDD,740111,Population
2021-09-01,Secondary Care,palbociclib,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,5367.287234,DDD,640650,Population
2021-09-01,Secondary Care,palbociclib,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,9276.8617021,DDD,1831473,Population
2021-09-01,Secondary Care,palbociclib,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,22263.297872,DDD,2111469,Population
2021-09-01,Secondary Care,palbociclib,QSL,E54000038,Somerset STP,Y58,E40000006,South West,4546.2765957,DDD,563851,Population
2021-09-01,Secondary Care,palbociclib,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,6415.6914894,DDD,1052195,Population
2021-09-01,Secondary Care,palbociclib,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,5138.2978723,DDD,575525,Population
2021-09-01,Secondary Care,palbociclib,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,10468.882979,DDD,1723447,Population
2021-09-01,Secondary Care,palbociclib,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,6126.8617021,DDD,1380809,Population
2021-09-01,Secondary Care,palbociclib,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,3339.893617,DDD,896725,Population
2021-09-01,Secondary Care,palbociclib,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,5802.9255319,DDD,969256,Population
2021-09-01,Secondary Care,palbociclib,QVV,E54000041,Dorset STP,Y58,E40000006,South West,7899.7340426,DDD,776780,Population
2021-09-01,Secondary Care,palbociclib,QWE,E54000031,South West London Health & Care Partnership STP,Y56,E40000003,London,2535.6382979,DDD,1509741,Population
2021-09-01,Secondary Care,palbociclib,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,12080.585106,DDD,2396517,Population
2021-09-01,Secondary Care,palbociclib,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,5981.6489362,DDD,963173,Population
2021-09-01,Secondary Care,palbociclib,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,9472.3404255,DDD,1052425,Population
2021-09-01,Secondary Care,palbociclib,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,6422.8723404,DDD,2503902,Population
2021-09-01,Secondary Care,pembrolizumab,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,186000,mgs,1701655,Population
2021-09-01,Secondary Care,pembrolizumab,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,121300,mgs,1533334,Population
2021-09-01,Secondary Care,pembrolizumab,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,58200,mgs,791685,Population
2021-09-01,Secondary Care,pembrolizumab,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,131700,mgs,1199296,Population
2021-09-01,Secondary Care,pembrolizumab,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,35000,mgs,959098,Population
2021-09-01,Secondary Care,pembrolizumab,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,171000,mgs,1179731,Population
2021-09-01,Secondary Care,pembrolizumab,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,217100,mgs,3000432,Population
2021-09-01,Secondary Care,pembrolizumab,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,41600,mgs,1030393,Population
2021-09-01,Secondary Care,pembrolizumab,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,50500,mgs,987177,Population
2021-09-01,Secondary Care,pembrolizumab,QJK,E54000037,Devon STP,Y58,E40000006,South West,150900,mgs,1209773,Population
2021-09-01,Secondary Care,pembrolizumab,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,62200,mgs,766333,Population
2021-09-01,Secondary Care,pembrolizumab,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,79000,mgs,1107597,Population
2021-09-01,Secondary Care,pembrolizumab,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,130200,mgs,1818226,Population
2021-09-01,Secondary Care,pembrolizumab,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,181000,mgs,1868199,Population
2021-09-01,Secondary Care,pembrolizumab,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,99900,mgs,1488061,Population
2021-09-01,Secondary Care,pembrolizumab,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,103100,mgs,2036470,Population
2021-09-01,Secondary Care,pembrolizumab,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,57600,mgs,1526582,Population
2021-09-01,Secondary Care,pembrolizumab,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,79600,mgs,1032661,Population
2021-09-01,Secondary Care,pembrolizumab,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,68000,mgs,1139794,Population
2021-09-01,Secondary Care,pembrolizumab,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,19200,mgs,746739,Population
2021-09-01,Secondary Care,pembrolizumab,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,82050,mgs,1711539,Population
2021-09-01,Secondary Care,pembrolizumab,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,17600,mgs,506737,Population
2021-09-01,Secondary Care,pembrolizumab,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,158650,mgs,2881890,Population
2021-09-01,Secondary Care,pembrolizumab,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,91900,mgs,1708723,Population
2021-09-01,Secondary Care,pembrolizumab,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,68475,mgs,929964,Population
2021-09-01,Secondary Care,pembrolizumab,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,33200,mgs,740111,Population
2021-09-01,Secondary Care,pembrolizumab,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,31400,mgs,640650,Population
2021-09-01,Secondary Care,pembrolizumab,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,173420,mgs,1831473,Population
2021-09-01,Secondary Care,pembrolizumab,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,224100.01,mgs,2111469,Population
2021-09-01,Secondary Care,pembrolizumab,QSL,E54000038,Somerset STP,Y58,E40000006,South West,39200,mgs,563851,Population
2021-09-01,Secondary Care,pembrolizumab,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,94900,mgs,1052195,Population
2021-09-01,Secondary Care,pembrolizumab,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,84300,mgs,575525,Population
2021-09-01,Secondary Care,pembrolizumab,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,136400,mgs,1723447,Population
2021-09-01,Secondary Care,pembrolizumab,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,47000,mgs,1380809,Population
2021-09-01,Secondary Care,pembrolizumab,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,77400,mgs,896725,Population
2021-09-01,Secondary Care,pembrolizumab,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,61000.03,mgs,969256,Population
2021-09-01,Secondary Care,pembrolizumab,QVV,E54000041,Dorset STP,Y58,E40000006,South West,62100,mgs,776780,Population
2021-09-01,Secondary Care,pembrolizumab,QWE,E54000031,South West London Health & Care Partnership STP,Y56,E40000003,London,23800,mgs,1509741,Population
2021-09-01,Secondary Care,pembrolizumab,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,171300,mgs,2396517,Population
2021-09-01,Secondary Care,pembrolizumab,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,38600,mgs,963173,Population
2021-09-01,Secondary Care,pembrolizumab,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,112600,mgs,1052425,Population
2021-09-01,Secondary Care,pembrolizumab,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,544800,mgs,2503902,Population
2021-09-01,Secondary Care,ribociclib,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,756,ADD,1701655,Population
2021-09-01,Secondary Care,ribociclib,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,933.3333333333334,ADD,1533334,Population
2021-09-01,Secondary Care,ribociclib,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,46.666666666666664,ADD,791685,Population
2021-09-01,Secondary Care,ribociclib,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,634.6666666666666,ADD,1199296,Population
2021-09-01,Secondary Care,ribociclib,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,1400,ADD,959098,Population
2021-09-01,Secondary Care,ribociclib,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,1430.6666666666667,ADD,1179731,Population
2021-09-01,Secondary Care,ribociclib,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,858.6666666666666,ADD,3000432,Population
2021-09-01,Secondary Care,ribociclib,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,84,ADD,1030393,Population
2021-09-01,Secondary Care,ribociclib,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,3176.8888888888887,ADD,987177,Population
2021-09-01,Secondary Care,ribociclib,QJK,E54000037,Devon STP,Y58,E40000006,South West,1689.3333333333333,ADD,1209773,Population
2021-09-01,Secondary Care,ribociclib,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,56,ADD,766333,Population
2021-09-01,Secondary Care,ribociclib,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,2174.6666666666665,ADD,1107597,Population
2021-09-01,Secondary Care,ribociclib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,2940,ADD,1818226,Population
2021-09-01,Secondary Care,ribociclib,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,504,ADD,1868199,Population
2021-09-01,Secondary Care,ribociclib,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,653.3333333333334,ADD,1488061,Population
2021-09-01,Secondary Care,ribociclib,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,252,ADD,2036470,Population
2021-09-01,Secondary Care,ribociclib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,884,ADD,1526582,Population
2021-09-01,Secondary Care,ribociclib,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,205.33333333333334,ADD,1032661,Population
2021-09-01,Secondary Care,ribociclib,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,849.3333333333334,ADD,1139794,Population
2021-09-01,Secondary Care,ribociclib,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,522.6666666666666,ADD,746739,Population
2021-09-01,Secondary Care,ribociclib,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,1801.3333333333333,ADD,1711539,Population
2021-09-01,Secondary Care,ribociclib,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,532,ADD,506737,Population
2021-09-01,Secondary Care,ribociclib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,1521.3333333333333,ADD,2881890,Population
2021-09-01,Secondary Care,ribociclib,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,2277.3333333333335,ADD,1708723,Population
2021-09-01,Secondary Care,ribociclib,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,392,ADD,929964,Population
2021-09-01,Secondary Care,ribociclib,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,233.33333333333334,ADD,740111,Population
2021-09-01,Secondary Care,ribociclib,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,2230.6666666666665,ADD,1831473,Population
2021-09-01,Secondary Care,ribociclib,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,2686.6666666666665,ADD,2111469,Population
2021-09-01,Secondary Care,ribociclib,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,1353.3333333333333,ADD,1052195,Population
2021-09-01,Secondary Care,ribociclib,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,2146.6666666666665,ADD,575525,Population
2021-09-01,Secondary Care,ribociclib,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,2072,ADD,1723447,Population
2021-09-01,Secondary Care,ribociclib,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,224,ADD,1380809,Population
2021-09-01,Secondary Care,ribociclib,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,1325.3333333333333,ADD,896725,Population
2021-09-01,Secondary Care,ribociclib,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,112,ADD,969256,Population
2021-09-01,Secondary Care,ribociclib,QVV,E54000041,Dorset STP,Y58,E40000006,South West,168,ADD,776780,Population
2021-09-01,Secondary Care,ribociclib,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,1637.3333333333333,ADD,2396517,Population
2021-09-01,Secondary Care,ribociclib,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,224,ADD,963173,Population
2021-09-01,Secondary Care,ribociclib,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,560,ADD,1052425,Population
2021-09-01,Secondary Care,ribociclib,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,20.444444444444443,ADD,2503902,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,355.0295857988166,ADD,1701655,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,345.88488434642284,ADD,1533334,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,172.13555675094136,ADD,791685,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,941.3663259817106,ADD,1179731,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,801.5061861215707,ADD,3000432,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,0,ADD,1030393,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,295.85798816568047,ADD,987177,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QJK,E54000037,Devon STP,Y58,E40000006,South West,193.65250134480902,ADD,1209773,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,161.37708445400753,ADD,1107597,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,391.6083916083916,ADD,1818226,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,96.82625067240451,ADD,1868199,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,658.4185045723507,ADD,1488061,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,473.37278106508876,ADD,2036470,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,441.09736417428724,ADD,1526582,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,172.13555675094136,ADD,1032661,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,48.413125336202256,ADD,1711539,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,882.1947283485745,ADD,1708723,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,260.35502958579883,ADD,929964,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,48.413125336202256,ADD,740111,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,527.1651425497579,ADD,1831473,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,941.3663259817106,ADD,2111469,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QSL,E54000038,Somerset STP,Y58,E40000006,South West,145.23937600860677,ADD,563851,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,102.20548682087144,ADD,1052195,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,236.68639053254438,ADD,575525,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,381.9257665411512,ADD,1723447,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,209.7902097902098,ADD,1380809,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,174.28725121032812,ADD,896725,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,225.92791823561055,ADD,969256,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QVV,E54000041,Dorset STP,Y58,E40000006,South West,333.5126412049489,ADD,776780,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QWE,E54000031,South West London Health & Care Partnership STP,Y56,E40000003,London,86.06777837547068,ADD,1509741,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,446.47660032275417,ADD,2396517,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,174.28725121032812,ADD,963173,Population
2021-09-01,Secondary Care,trastuzumab deruxtecan,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,279.72027972027973,ADD,1052425,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,3122.2558514931393,ADD,1701655,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,2853.914447134786,ADD,1533334,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,1803.002421307506,ADD,791685,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,1122.6795803066989,ADD,1199296,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,1146.975625504439,ADD,959098,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,3777.239709443099,ADD,1179731,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,5930.266343825666,ADD,3000432,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,1080.185633575464,ADD,1030393,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,1720.7425343018563,ADD,987177,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QJK,E54000037,Devon STP,Y58,E40000006,South West,1647.2962066182404,ADD,1209773,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,503.6319612590799,ADD,766333,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,1731.234866828087,ADD,1107597,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,4402.058111380145,ADD,1818226,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,3622.4778046811944,ADD,1868199,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,3501.2913640032284,ADD,1488061,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,4259.887005649717,ADD,2036470,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,1930.5891848264728,ADD,1526582,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,1175.1412429378531,ADD,1032661,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,493.1396287328491,ADD,1139794,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,472.15496368038737,ADD,746739,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,2294.673123486683,ADD,1711539,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,1884.4229217110571,ADD,506737,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,125.90799031476998,ADD,2881890,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,2686.8765133171914,ADD,1708723,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,1319.9354317998386,ADD,929964,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,881.3559322033898,ADD,740111,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,1563.3575464083938,ADD,640650,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,2799.878934624697,ADD,1831473,Population
2021-09-01,Secondary Care,trastuzumab emtansine,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,5875.706214689265,ADD,2111469,Population
